TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,IS_NULLABLE,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,NUMERIC_PRECISION,NUMERIC_SCALE,COLUMN_DEFAULT,IS_IDENTITY
dbo,PlayerMarketOrderTradepage,completed_at,7,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,PlayerMarketProductImgs,p_product_img_id,1,NO,int,NULL,10,0,NULL,0
dbo,PlayerMarketProductImgs,p_product_id,2,YES,int,NULL,10,0,NULL,0
dbo,PlayerMarketProductImgs,p_product_img_url,3,YES,nvarchar,-1,NULL,NULL,NULL,0
dbo,PlayerMarketProductInfo,p_product_id,1,NO,int,NULL,10,0,NULL,0
dbo,PlayerMarketProductInfo,p_product_type,2,YES,nvarchar,1,NULL,NULL,NULL,0
dbo,PlayerMarketProductInfo,p_product_title,3,YES,nvarchar,1,NULL,NULL,NULL,0
dbo,PlayerMarketProductInfo,p_product_name,4,YES,nvarchar,1,NULL,NULL,NULL,0
dbo,PlayerMarketProductInfo,p_product_description,5,YES,nvarchar,1,NULL,NULL,NULL,0
dbo,PlayerMarketProductInfo,product_id,6,YES,int,NULL,10,0,NULL,0
dbo,PlayerMarketProductInfo,seller_id,7,YES,int,NULL,10,0,NULL,0
dbo,PlayerMarketProductInfo,p_status,8,YES,nvarchar,1,NULL,NULL,NULL,0
dbo,PlayerMarketProductInfo,price,9,YES,decimal,NULL,18,0,NULL,0
dbo,PlayerMarketProductInfo,p_product_img_id,10,YES,nvarchar,1,NULL,NULL,NULL,0
dbo,PlayerMarketProductInfo,created_at,11,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,PlayerMarketProductInfo,updated_at,12,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,PlayerMarketRanking,p_ranking_id,1,NO,int,NULL,10,0,NULL,0
dbo,PlayerMarketRanking,p_period_type,2,YES,nvarchar,255,NULL,NULL,NULL,0
dbo,PlayerMarketRanking,p_ranking_date,3,YES,date,NULL,NULL,NULL,NULL,0
dbo,PlayerMarketRanking,p_product_id,4,YES,int,NULL,10,0,NULL,0
dbo,PlayerMarketRanking,p_ranking_metric,5,YES,nvarchar,255,NULL,NULL,NULL,0
dbo,PlayerMarketRanking,p_ranking_position,6,YES,int,NULL,10,0,NULL,0
dbo,PlayerMarketRanking,p_trading_amount,7,YES,decimal,NULL,18,0,NULL,0
dbo,PlayerMarketRanking,p_trading_volume,8,YES,int,NULL,10,0,NULL,0
dbo,PlayerMarketRanking,updated_at,9,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,PlayerMarketTradeMsg,trade_msg_id,1,NO,int,NULL,10,0,NULL,0
dbo,PlayerMarketTradeMsg,p_order_tradepage_id,2,YES,int,NULL,10,0,NULL,0
dbo,PlayerMarketTradeMsg,msg_from,3,YES,nvarchar,1,NULL,NULL,NULL,0
dbo,PlayerMarketTradeMsg,message_text,4,YES,nvarchar,1,NULL,NULL,NULL,0
dbo,PlayerMarketTradeMsg,created_at,5,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,popularity_index_daily,id,1,NO,int,NULL,10,0,NULL,1
dbo,popularity_index_daily,game_id,2,YES,int,NULL,10,0,NULL,0
dbo,popularity_index_daily,date,3,YES,date,NULL,NULL,NULL,NULL,0
dbo,popularity_index_daily,index_value,4,YES,decimal,NULL,18,4,NULL,0
dbo,popularity_index_daily,created_at,5,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,post_metric_snapshot,post_id,1,NO,int,NULL,10,0,NULL,0
dbo,post_metric_snapshot,game_id,2,YES,int,NULL,10,0,NULL,0
dbo,post_metric_snapshot,date,3,YES,date,NULL,NULL,NULL,NULL,0
dbo,post_metric_snapshot,index_value,4,YES,decimal,NULL,18,4,NULL,0
dbo,post_metric_snapshot,details_json,5,YES,nvarchar,-1,NULL,NULL,NULL,0
dbo,post_metric_snapshot,created_at,6,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,post_sources,id,1,NO,int,NULL,10,0,NULL,1
dbo,post_sources,post_id,2,YES,int,NULL,10,0,NULL,0
dbo,post_sources,source_name,3,YES,varchar,50,NULL,NULL,NULL,0
dbo,post_sources,url,4,YES,varchar,300,NULL,NULL,NULL,0
dbo,post_sources,created_at,5,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,posts,post_id,1,NO,int,NULL,10,0,NULL,1
dbo,posts,type,2,YES,nvarchar,50,NULL,NULL,NULL,0
dbo,posts,game_id,3,YES,int,NULL,10,0,NULL,0
dbo,posts,title,4,YES,nvarchar,50,NULL,NULL,NULL,0
dbo,posts,tldr,5,YES,nvarchar,50,NULL,NULL,NULL,0
dbo,posts,body_md,6,YES,nvarchar,3000,NULL,NULL,NULL,0
dbo,posts,status,7,YES,varchar,50,NULL,NULL,NULL,0
dbo,posts,pinned,8,YES,bit,NULL,NULL,NULL,NULL,0
dbo,posts,created_by,9,YES,int,NULL,10,0,NULL,0
dbo,posts,published_at,10,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,posts,created_at,11,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,posts,updated_at,12,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,reactions,id,1,NO,bigint,NULL,19,0,NULL,1
dbo,reactions,User_ID,2,YES,int,NULL,10,0,NULL,0
dbo,reactions,target_type,3,YES,varchar,50,NULL,NULL,NULL,0
dbo,reactions,target_id,4,YES,bigint,NULL,19,0,NULL,0
dbo,reactions,kind,5,YES,varchar,50,NULL,NULL,NULL,0
dbo,reactions,created_at,6,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,Relation,relation_id,1,NO,int,NULL,10,0,NULL,1
dbo,Relation,user_id_small,2,NO,int,NULL,10,0,NULL,0
dbo,Relation,user_id_large,3,NO,int,NULL,10,0,NULL,0
dbo,Relation,status_id,4,NO,int,NULL,10,0,NULL,0
dbo,Relation,requested_by,5,YES,int,NULL,10,0,NULL,0
dbo,Relation,friend_nickname,6,YES,nvarchar,10,NULL,NULL,NULL,0
dbo,Relation,created_at,7,NO,datetime2,NULL,NULL,NULL,(sysutcdatetime()),0
dbo,Relation,updated_at,8,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,Relation_Status,status_id,1,NO,int,NULL,10,0,NULL,1
dbo,Relation_Status,status_code,2,NO,nvarchar,30,NULL,NULL,NULL,0
dbo,Relation_Status,status_name,3,NO,nvarchar,30,NULL,NULL,NULL,0
dbo,Relation_Status,created_at,4,NO,datetime2,NULL,NULL,NULL,(sysutcdatetime()),0
dbo,RemoteZipcodes,zipcode,1,NO,nvarchar,10,NULL,NULL,NULL,0
dbo,S_GameGenre,genre_id,1,NO,int,NULL,10,0,NULL,1
dbo,S_GameGenre,genre_name,2,NO,nvarchar,100,NULL,NULL,NULL,0
dbo,S_GameProductDetails,product_id,1,NO,int,NULL,10,0,NULL,0
dbo,S_GameProductDetails,product_name,2,NO,nvarchar,200,NULL,NULL,NULL,0
dbo,S_GameProductDetails,product_description,3,YES,nvarchar,-1,NULL,NULL,NULL,0
dbo,S_GameProductDetails,supplier_id,4,NO,int,NULL,10,0,NULL,0
dbo,S_GameProductDetails,platform_id,5,YES,int,NULL,10,0,NULL,0
dbo,S_GameProductDetails,download_link,6,YES,nvarchar,500,NULL,NULL,NULL,0
dbo,S_GameProductDetails,is_deleted,7,NO,bit,NULL,NULL,NULL,((0)),0
dbo,S_GameProductGenre,product_id,1,NO,int,NULL,10,0,NULL,0
dbo,S_GameProductGenre,genre_id,2,NO,int,NULL,10,0,NULL,0
dbo,S_MerchType,merch_type_id,1,NO,int,NULL,10,0,NULL,1
dbo,S_MerchType,merch_type_name,2,NO,nvarchar,50,NULL,NULL,NULL,0
dbo,S_Official_Store_Ranking,ranking_id,1,NO,int,NULL,10,0,NULL,1
dbo,S_Official_Store_Ranking,period_type,2,NO,tinyint,NULL,3,0,NULL,0
dbo,S_Official_Store_Ranking,ranking_date,3,NO,date,NULL,NULL,NULL,NULL,0
dbo,S_Official_Store_Ranking,product_id,4,NO,int,NULL,10,0,NULL,0
dbo,S_Official_Store_Ranking,ranking_metric,5,NO,nvarchar,50,NULL,NULL,NULL,0
dbo,S_Official_Store_Ranking,ranking_position,6,NO,int,NULL,10,0,NULL,0
dbo,S_Official_Store_Ranking,metric_value_num,7,YES,decimal,NULL,18,4,NULL,0
dbo,S_Official_Store_Ranking,trading_amount,8,YES,decimal,NULL,18,2,NULL,0
dbo,S_Official_Store_Ranking,trading_volume,9,YES,int,NULL,10,0,NULL,0
dbo,S_Official_Store_Ranking,ranking_updated_at,10,NO,datetime2,NULL,NULL,NULL,(sysutcdatetime()),0
dbo,S_Official_Store_Ranking,metric_note,11,YES,nvarchar,100,NULL,NULL,NULL,0
dbo,S_OtherProductDetails,product_id,1,NO,int,NULL,10,0,NULL,0
dbo,S_OtherProductDetails,product_name,2,NO,nvarchar,200,NULL,NULL,NULL,0
dbo,S_OtherProductDetails,product_description,3,YES,nvarchar,-1,NULL,NULL,NULL,0
dbo,S_OtherProductDetails,supplier_id,4,NO,int,NULL,10,0,NULL,0
dbo,S_OtherProductDetails,merch_type_id,5,YES,int,NULL,10,0,NULL,0
dbo,S_OtherProductDetails,digital_code,6,YES,nvarchar,100,NULL,NULL,NULL,0
dbo,S_OtherProductDetails,size,7,YES,nvarchar,50,NULL,NULL,NULL,0
dbo,S_OtherProductDetails,color,8,YES,nvarchar,50,NULL,NULL,NULL,0
dbo,S_OtherProductDetails,weight,9,YES,nvarchar,50,NULL,NULL,NULL,0
dbo,S_OtherProductDetails,dimensions,10,YES,nvarchar,100,NULL,NULL,NULL,0
dbo,S_OtherProductDetails,material,11,YES,nvarchar,50,NULL,NULL,NULL,0
dbo,S_OtherProductDetails,is_deleted,12,NO,bit,NULL,NULL,NULL,((0)),0
dbo,S_PeriodType,period_code,1,NO,tinyint,NULL,3,0,NULL,0
dbo,S_PeriodType,period_name,2,NO,nvarchar,20,NULL,NULL,NULL,0
dbo,S_Platform,platform_id,1,NO,int,NULL,10,0,NULL,1
dbo,S_Platform,platform_name,2,NO,nvarchar,100,NULL,NULL,NULL,0
dbo,S_ProductCode,product_code,1,NO,nvarchar,32,NULL,NULL,NULL,0
dbo,S_ProductCode,product_id,2,NO,int,NULL,10,0,NULL,0
dbo,S_ProductCodeRule,rule_id,1,NO,int,NULL,10,0,NULL,1
dbo,S_ProductCodeRule,product_type,2,NO,nvarchar,50,NULL,NULL,NULL,0
dbo,S_ProductCodeRule,prefix,3,NO,nvarchar,10,NULL,NULL,NULL,0
dbo,S_ProductCodeRule,pad_length,4,NO,tinyint,NULL,3,0,((10)),0
dbo,S_ProductImages,productimg_id,1,NO,int,NULL,10,0,NULL,1
dbo,S_ProductImages,product_id,2,NO,int,NULL,10,0,NULL,0
dbo,S_ProductImages,productimg_url,3,NO,nvarchar,500,NULL,NULL,NULL,0
dbo,S_ProductImages,productimg_updated_at,4,NO,datetime2,NULL,NULL,NULL,(sysutcdatetime()),0
dbo,S_ProductImages,is_primary,5,NO,bit,NULL,NULL,NULL,((0)),0
dbo,S_ProductImages,sort_order,6,NO,int,NULL,10,0,((0)),0
dbo,S_ProductInfo,product_id,1,NO,int,NULL,10,0,NULL,1
dbo,S_ProductInfo,product_name,2,NO,nvarchar,200,NULL,NULL,NULL,0
dbo,S_ProductInfo,product_type,3,NO,nvarchar,50,NULL,NULL,NULL,0
dbo,S_ProductInfo,price,4,NO,decimal,NULL,10,2,NULL,0
dbo,S_ProductInfo,currency_code,5,NO,nvarchar,10,NULL,NULL,(N'TWD'),0
dbo,S_ProductInfo,created_by,6,NO,int,NULL,10,0,NULL,0
dbo,S_ProductInfo,created_at,7,NO,datetime2,NULL,NULL,NULL,(sysutcdatetime()),0
dbo,S_ProductInfo,updated_by,8,YES,int,NULL,10,0,NULL,0
dbo,S_ProductInfo,updated_at,9,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,S_ProductInfo,publish_at,10,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,S_ProductInfo,unpublish_at,11,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,S_ProductInfo,is_preorder_enabled,12,NO,bit,NULL,NULL,NULL,((0)),0
dbo,S_ProductInfo,preorder_start_at,13,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,S_ProductInfo,preorder_end_at,14,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,S_ProductInfo,safety_stock,15,YES,int,NULL,10,0,NULL,0
dbo,S_ProductInfo,is_deleted,16,NO,bit,NULL,NULL,NULL,((0)),0
dbo,S_ProductInfo,deleted_at,17,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,S_ProductInfo,deleted_by,18,YES,int,NULL,10,0,NULL,0
dbo,S_ProductInfo,is_physical,19,NO,bit,NULL,NULL,NULL,((0)),0
dbo,S_ProductRatings,rating_id,1,NO,bigint,NULL,19,0,NULL,1
dbo,S_ProductRatings,product_id,2,NO,int,NULL,10,0,NULL,0
dbo,S_ProductRatings,user_id,3,NO,int,NULL,10,0,NULL,0
dbo,S_ProductRatings,rating,4,NO,tinyint,NULL,3,0,NULL,0
dbo,S_ProductRatings,review_text,5,YES,nvarchar,-1,NULL,NULL,NULL,0
dbo,S_ProductRatings,status,6,NO,nvarchar,20,NULL,NULL,(N'PENDING'),0
dbo,S_ProductRatings,created_at,7,NO,datetime2,NULL,NULL,NULL,(sysutcdatetime()),0
dbo,S_ProductRatings,approved_at,8,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,S_ProductRatings,approved_by,9,YES,int,NULL,10,0,NULL,0
dbo,S_Supplier,supplier_id,1,NO,int,NULL,10,0,NULL,1
dbo,S_Supplier,supplier_name,2,NO,nvarchar,100,NULL,NULL,NULL,0
dbo,S_Supplier,status_code,3,NO,tinyint,NULL,3,0,NULL,0
dbo,S_Supplier,is_active,4,NO,int,NULL,10,0,NULL,0
dbo,S_Supplier,note,5,YES,nvarchar,500,NULL,NULL,NULL,0
dbo,S_Supplier,contract_end_at,6,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,S_Supplier,is_deleted,7,NO,bit,NULL,NULL,NULL,((0)),0
dbo,S_Supplier,deleted_at,8,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,S_Supplier,deleted_by,9,YES,int,NULL,10,0,NULL,0
dbo,S_SupplierStatus,status_code,1,NO,tinyint,NULL,3,0,NULL,0
dbo,S_SupplierStatus,status_name,2,NO,nvarchar,20,NULL,NULL,NULL,0
dbo,S_UserFavorites,user_id,1,NO,int,NULL,10,0,NULL,0
dbo,S_UserFavorites,product_id,2,NO,int,NULL,10,0,NULL,0
dbo,S_UserFavorites,created_at,3,NO,datetime2,NULL,NULL,NULL,(sysutcdatetime()),0
dbo,ShipMethods,ship_method_id,1,NO,int,NULL,10,0,NULL,0
dbo,ShipMethods,method_name,2,NO,nvarchar,50,NULL,NULL,NULL,0
dbo,ShipMethods,base_fee,3,NO,decimal,NULL,10,2,NULL,0
dbo,ShipMethods,free_threshold,4,NO,decimal,NULL,10,2,NULL,0
dbo,ShipMethods,for_store_pickup,5,NO,bit,NULL,NULL,NULL,NULL,0
dbo,ShipMethods,allow_remote_surcharge,6,NO,bit,NULL,NULL,NULL,NULL,0
dbo,SignInRule,Id,1,NO,int,NULL,10,0,NULL,1
dbo,SignInRule,SignInDay,2,NO,int,NULL,10,0,NULL,0
dbo,SignInRule,Points,3,NO,int,NULL,10,0,NULL,0
dbo,SignInRule,Experience,4,NO,int,NULL,10,0,NULL,0
dbo,SignInRule,HasCoupon,5,NO,bit,NULL,NULL,NULL,((0)),0
dbo,SignInRule,CouponTypeCode,6,YES,nvarchar,50,NULL,NULL,NULL,0
dbo,SignInRule,IsActive,7,NO,bit,NULL,NULL,NULL,((1)),0
dbo,SignInRule,CreatedAt,8,NO,datetime2,NULL,NULL,NULL,(sysutcdatetime()),0
dbo,SignInRule,UpdatedAt,9,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,SignInRule,Description,10,YES,nvarchar,255,NULL,NULL,NULL,0
dbo,SignInRule,IsDeleted,11,NO,bit,NULL,NULL,NULL,((0)),0
dbo,SignInRule,DeletedAt,12,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,SignInRule,DeletedBy,13,YES,int,NULL,10,0,NULL,0
dbo,SignInRule,DeleteReason,14,YES,nvarchar,500,NULL,NULL,NULL,0
dbo,SO_CartItems,cart_item_id,1,NO,bigint,NULL,19,0,NULL,1
dbo,SO_CartItems,cart_id,2,NO,uniqueidentifier,NULL,NULL,NULL,NULL,0
dbo,SO_CartItems,product_id,3,NO,int,NULL,10,0,NULL,0
dbo,SO_CartItems,product_name,4,NO,nvarchar,200,NULL,NULL,NULL,0
dbo,SO_CartItems,platform_id,5,YES,int,NULL,10,0,NULL,0
dbo,SO_CartItems,variant_sku,6,YES,nvarchar,50,NULL,NULL,NULL,0
dbo,SO_CartItems,option_snapshot,7,YES,nvarchar,400,NULL,NULL,NULL,0
dbo,SO_CartItems,image_thumb,8,YES,nvarchar,300,NULL,NULL,NULL,0
dbo,SO_CartItems,unit_price,9,NO,decimal,NULL,18,2,NULL,0
dbo,SO_CartItems,qty,10,NO,int,NULL,10,0,NULL,0
dbo,SO_CartItems,line_subtotal,11,YES,decimal,NULL,18,2,NULL,0
dbo,SO_CartItems,is_selected,12,NO,bit,NULL,NULL,NULL,((1)),0
dbo,SO_CartItems,item_status,13,NO,nvarchar,20,NULL,NULL,(N'NORMAL'),0
dbo,SO_CartItems,is_deleted,14,NO,bit,NULL,NULL,NULL,((0)),0
dbo,SO_CartItems,created_at,15,NO,datetime2,NULL,NULL,NULL,(sysutcdatetime()),0
dbo,SO_CartItems,updated_at,16,NO,datetime2,NULL,NULL,NULL,(sysutcdatetime()),0
dbo,SO_Carts,cart_id,1,NO,uniqueidentifier,NULL,NULL,NULL,(newid()),0
dbo,SO_Carts,user_id,2,YES,int,NULL,10,0,NULL,0
dbo,SO_Carts,anonymous_token,3,YES,uniqueidentifier,NULL,NULL,NULL,NULL,0
dbo,SO_Carts,currency_code,4,NO,char,3,NULL,NULL,('TWD'),0
dbo,SO_Carts,subtotal_amount,5,NO,decimal,NULL,18,2,((0)),0
dbo,SO_Carts,discount_amount,6,NO,decimal,NULL,18,2,((0)),0
dbo,SO_Carts,shipping_fee,7,NO,decimal,NULL,18,2,((0)),0
dbo,SO_Carts,grand_total,8,YES,decimal,NULL,18,2,NULL,0
dbo,SO_Carts,coupon_code,9,YES,nvarchar,50,NULL,NULL,NULL,0
dbo,SO_Carts,coupon_snapshot,10,YES,nvarchar,-1,NULL,NULL,NULL,0
dbo,SO_Carts,is_locked,11,NO,bit,NULL,NULL,NULL,((0)),0
dbo,SO_Carts,locked_at,12,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,SO_Carts,created_at,13,NO,datetime2,NULL,NULL,NULL,(sysutcdatetime()),0
dbo,SO_Carts,updated_at,14,NO,datetime2,NULL,NULL,NULL,(sysutcdatetime()),0
dbo,SO_Carts,row_version,15,YES,timestamp,NULL,NULL,NULL,NULL,0
dbo,SO_Coupons,coupon_code,1,NO,nvarchar,50,NULL,NULL,NULL,0
dbo,SO_Coupons,is_active,2,NO,bit,NULL,NULL,NULL,((1)),0
dbo,SO_Coupons,discount_type,3,NO,nchar,1,NULL,NULL,NULL,0
dbo,SO_Coupons,amount,4,YES,decimal,NULL,18,2,NULL,0
dbo,SO_Coupons,percent_rate,5,YES,decimal,NULL,5,2,NULL,0
dbo,SO_Coupons,max_discount,6,YES,decimal,NULL,18,2,NULL,0
dbo,SO_Coupons,min_order_amt,7,YES,decimal,NULL,18,2,NULL,0
dbo,SO_Coupons,valid_from,8,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,SO_Coupons,valid_to,9,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,SO_Coupons,note,10,YES,nvarchar,100,NULL,NULL,NULL,0
dbo,SO_OrderAddresses,order_id,1,NO,int,NULL,10,0,NULL,0
dbo,SO_OrderAddresses,recipient,2,NO,nvarchar,100,NULL,NULL,NULL,0
dbo,SO_OrderAddresses,phone,3,NO,nvarchar,30,NULL,NULL,NULL,0
dbo,SO_OrderAddresses,email,4,YES,nvarchar,200,NULL,NULL,NULL,0
dbo,SO_OrderAddresses,country,5,NO,nvarchar,30,NULL,NULL,NULL,0
dbo,SO_OrderAddresses,city,6,NO,nvarchar,50,NULL,NULL,NULL,0
dbo,SO_OrderAddresses,district,7,NO,nvarchar,50,NULL,NULL,NULL,0
dbo,SO_OrderAddresses,zipcode,8,NO,nvarchar,10,NULL,NULL,NULL,0
dbo,SO_OrderAddresses,address1,9,NO,nvarchar,200,NULL,NULL,NULL,0
dbo,SO_OrderAddresses,address2,10,YES,nvarchar,200,NULL,NULL,NULL,0
dbo,SO_OrderAddresses,created_at,11,NO,datetime2,NULL,NULL,NULL,(sysutcdatetime()),0
dbo,SO_OrderInfoes,order_id,1,NO,int,NULL,10,0,NULL,1
dbo,SO_OrderInfoes,order_code,2,NO,nvarchar,14,NULL,NULL,(N'OR'+right(N'000000000000'+CONVERT([nvarchar](12),NEXT VALUE FOR [dbo].[SeqOrderCodeNum]),(12))),0
dbo,SO_OrderInfoes,user_id,3,NO,int,NULL,10,0,NULL,0
dbo,SO_OrderInfoes,order_date,4,NO,datetime2,NULL,NULL,NULL,(sysutcdatetime()),0
dbo,SO_OrderInfoes,order_status,5,NO,nvarchar,30,NULL,NULL,(N'未出貨'),0
dbo,SO_OrderInfoes,payment_status,6,NO,nvarchar,30,NULL,NULL,(N'未付款'),0
dbo,SO_OrderInfoes,order_total,7,NO,decimal,NULL,18,2,((0)),0
dbo,SO_OrderInfoes,payment_at,8,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,SO_OrderInfoes,shipped_at,9,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,SO_OrderInfoes,completed_at,10,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,SO_OrderInfoes,subtotal,11,NO,decimal,NULL,18,2,((0)),0
dbo,SO_OrderInfoes,discount_total,12,NO,decimal,NULL,18,2,((0)),0
dbo,SO_OrderInfoes,shipping_fee,13,NO,decimal,NULL,18,2,((0)),0
dbo,SO_OrderInfoes,grand_total,14,YES,decimal,NULL,20,2,NULL,0
dbo,SO_OrderInfoes,pay_method_id,15,YES,int,NULL,10,0,NULL,0
dbo,SO_OrderItems,item_id,1,NO,int,NULL,10,0,NULL,1
dbo,SO_OrderItems,order_id,2,NO,int,NULL,10,0,NULL,0
dbo,SO_OrderItems,product_id,3,NO,int,NULL,10,0,NULL,0
dbo,SO_OrderItems,line_no,4,NO,int,NULL,10,0,NULL,0
dbo,SO_OrderItems,unit_price,5,NO,decimal,NULL,18,2,NULL,0
dbo,SO_OrderItems,quantity,6,NO,int,NULL,10,0,NULL,0
dbo,SO_OrderItems,subtotal,7,YES,decimal,NULL,18,2,NULL,0
dbo,SO_OrderItems,created_at,8,NO,datetime2,NULL,NULL,NULL,(sysutcdatetime()),0
dbo,SO_OrderItems,updated_at,9,NO,datetime2,NULL,NULL,NULL,(sysutcdatetime()),0
dbo,SO_OrderItems,is_deleted,10,NO,bit,NULL,NULL,NULL,((0)),0
dbo,SO_OrderItems,delete_reason,11,YES,nvarchar,200,NULL,NULL,NULL,0
dbo,SO_OrderStatusHistory,history_id,1,NO,bigint,NULL,19,0,NULL,1
dbo,SO_OrderStatusHistory,order_id,2,NO,int,NULL,10,0,NULL,0
dbo,SO_OrderStatusHistory,from_status,3,YES,nvarchar,30,NULL,NULL,NULL,0
dbo,SO_OrderStatusHistory,to_status,4,NO,nvarchar,30,NULL,NULL,NULL,0
dbo,SO_OrderStatusHistory,changed_by,5,YES,int,NULL,10,0,NULL,0
dbo,SO_OrderStatusHistory,changed_at,6,NO,datetime2,NULL,NULL,NULL,(sysutcdatetime()),0
dbo,SO_OrderStatusHistory,note,7,YES,nvarchar,200,NULL,NULL,NULL,0
dbo,SO_PaymentTransactions,payment_id,1,NO,bigint,NULL,19,0,NULL,1
dbo,SO_PaymentTransactions,payment_code,2,NO,varchar,14,NULL,NULL,('PT'+right('000000000000'+CONVERT([varchar](12),NEXT VALUE FOR [dbo].[SeqPaymentCode]),(12))),0
dbo,SO_PaymentTransactions,order_id,3,NO,int,NULL,10,0,NULL,0
dbo,SO_PaymentTransactions,txn_type,4,NO,nvarchar,30,NULL,NULL,NULL,0
dbo,SO_PaymentTransactions,amount,5,NO,decimal,NULL,18,2,NULL,0
dbo,SO_PaymentTransactions,provider,6,NO,nvarchar,50,NULL,NULL,NULL,0
dbo,SO_PaymentTransactions,provider_txn,7,YES,nvarchar,100,NULL,NULL,NULL,0
dbo,SO_PaymentTransactions,status,8,NO,nvarchar,30,NULL,NULL,NULL,0
dbo,SO_PaymentTransactions,created_at,9,NO,datetime2,NULL,NULL,NULL,(sysutcdatetime()),0
dbo,SO_PaymentTransactions,confirmed_at,10,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,SO_PaymentTransactions,note,11,YES,nvarchar,200,NULL,NULL,NULL,0
dbo,SO_PaymentTransactions,meta,12,YES,nvarchar,-1,NULL,NULL,NULL,0
dbo,SO_PayMethods,pay_method_id,1,NO,int,NULL,10,0,NULL,1
dbo,SO_PayMethods,method_code,2,NO,nvarchar,30,NULL,NULL,NULL,0
dbo,SO_PayMethods,method_name,3,NO,nvarchar,50,NULL,NULL,NULL,0
dbo,SO_PayMethods,is_enabled,4,NO,bit,NULL,NULL,NULL,((1)),0
dbo,SO_PayMethods,sort_order,5,NO,int,NULL,10,0,((0)),0
dbo,SO_PayMethods,created_at,6,NO,datetime2,NULL,NULL,NULL,(sysutcdatetime()),0
dbo,SO_PayMethods,updated_at,7,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,SO_RemoteZip,zipcode,1,NO,nvarchar,10,NULL,NULL,NULL,0
dbo,SO_RemoteZip,note,2,YES,nvarchar,50,NULL,NULL,NULL,0
dbo,SO_RemoteZipcodes,zipcode,1,NO,nvarchar,10,NULL,NULL,NULL,0
dbo,SO_RemoteZipcodes,note,2,YES,nvarchar,100,NULL,NULL,NULL,0
dbo,SO_Shipments,shipment_id,1,NO,bigint,NULL,19,0,NULL,1
dbo,SO_Shipments,shipment_seq,2,NO,bigint,NULL,19,0,(NEXT VALUE FOR [dbo].[SeqShipmentCode]),0
dbo,SO_Shipments,shipment_code,3,YES,varchar,26,NULL,NULL,NULL,0
dbo,SO_Shipments,order_id,4,NO,int,NULL,10,0,NULL,0
dbo,SO_Shipments,ship_method_id,5,YES,int,NULL,10,0,NULL,0
dbo,SO_Shipments,carrier,6,NO,nvarchar,50,NULL,NULL,NULL,0
dbo,SO_Shipments,tracking_no,7,YES,nvarchar,100,NULL,NULL,NULL,0
dbo,SO_Shipments,shipped_at,8,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,SO_Shipments,delivered_at,9,YES,datetime2,NULL,NULL,NULL,NULL,0
dbo,SO_Shipments,status,10,NO,nvarchar,30,NULL,NULL,(N'READY'),0
dbo,SO_Shipments,note,11,YES,nvarchar,200,NULL,NULL,NULL,0
dbo,SO_Shipments,created_at,12,NO,datetime2,NULL,NULL,NULL,(sysutcdatetime()),0
dbo,SO_Shipments,updated_at,13,NO,datetime2,NULL,NULL,NULL,(sysutcdatetime()),0
dbo,SO_ShipMethods,ship_method_id,1,NO,int,NULL,10,0,NULL,0
dbo,SO_ShipMethods,method_name,2,NO,nvarchar,50,NULL,NULL,NULL,0
dbo,SO_ShipMethods,base_fee,3,NO,decimal,NULL,10,2,NULL,0
dbo,SO_ShipMethods,free_threshold,4,NO,decimal,NULL,10,2,NULL,0
